SAMPLE_ID,STRUCTURE_ID,MEASURABLE?,SAMPLE_STATUS,SAMPLE_CURRENT_STATUS,TERMINATION_CAUSE,TERMINATION_STEP,TERMINATION_DETAILS,RXN_CHEMISTRY_TYPE,REACTION_SCALE_(mmol),SYNTHESIS_COMMENTS,PREFERRED_LCMS_METHOD,SPE_METHOD,SELECTED_FRACTIONS,VOLUME_COLLECTED_(mL),TOTAL_FRACTIONS_COLLECTED,RECOVERED_SAMPLE_DRY_MASS_(mg),PERCENT_YIELD,%_PURITY_(BY_LCMS),PURIFICATION_COMMENTS,
STD-2022-TLN-106,STD-2022-TLN-106,,In progress,Completed & Stored,,,,,0.1,,,,,15.03,1,46,73.40%,,,
STD-2022-TLN-107,STD-2022-TLN-107,,In progress,Completed & Stored,,,,,0.1,,,,,11.97,2,36.8,47.00%,,,
00YRB22-059-110_I1_RP,00YRB22-059-110,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,Isobars observed,Xbridge HpH,MCX,F3L/F4S,16.37,2,19.8,0.00%,100%,,
00YRB22-059-034_S2,00YRB22-059-034,,Failed,Resynthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",amide coupling,0.1,"minimal COI in Rm, height=28",Gemini LpH,MCX,no COI,,,,0.00%,,,
00YRB22-059-065_S2,00YRB22-059-065,,Failed,Resynthesis,,,,amide coupling,0.1,,Gemini LpH,MCX,F3L,,,,0.00%,,MS threshold not reached,
00YRB22-059-072_S2,00YRB22-059-072,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",amide coupling,0.1,Failed under Tier 3 conditions,,,,,,,0.00%,,,
00YRB22-059-073_S2,00YRB22-059-073,,Failed,Resynthesis,,,,amide coupling,0.1,,LunaOmega_LowpH,MCX,F1L,,1,,0.00%,,COI peak did not collect,
00YRB22-059-077_S2,00YRB22-059-077,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),No conversion (SM is major peak),amide coupling,0.1,Failed under Tier 3 conditions,,,,,,,5.20%,,,
00YRB22-059-099_S2,00YRB22-059-099,TRUE,Complete,Completed & Stored,,,,amide coupling,0.1,,Gemini LpH,MCX,F3L,7.8,1,2.1,1.50%,99%,,
00YRB22-059-032_S2,00YRB22-059-032,,Failed,Resynthesis,,,,amide coupling,0.1,crude peak height=45,Gemini LpH,MCX,F3L/F1S,9.98,1,0.7,1.50%,,MS threshold not reached,
00YRB22-059-033_S2,00YRB22-059-033,,Failed,Resynthesis,,,,amide coupling,0.1,,Gemini LpH,MCX,F3L/F1S,13,1,0.7,0.00%,,MS threshold not reached,
00YRB22-059-100_S2,00YRB22-059-100,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),amide coupling,0.1,Failed under Tier 3 conditions,,,,,,,2.80%,,,
00YRB22-059-052_S2,00YRB22-059-052,,Failed,Resynthesis,,,,amide coupling,0.1,,Gemini LpH,MCX,F3L/F1S,4.62,2,1.4,1.20%,,,
00YRB22-059-056_S2,00YRB22-059-056,,Failed,Resynthesis,,,,amide coupling,0.1,,Gemini LpH,MCX,F3L/F1S,8.78,3,0.6,0.00%,,MS threshold not reached,
00YRB22-059-058_S2,00YRB22-059-058,,Failed,Resynthesis,,,,amide coupling,0.1,,Gemini LpH,MCX,F2L/F1S,0,3,,1.00%,,no COI observed/no UV,
00YRB22-059-057_S2,00YRB22-059-057,,Failed,Resynthesis,,,,amide coupling,0.1,,Gemini LpH,MCX,F3L,5.18,2,0.5,8.10%,,,
00YRB22-059-071_S2,00YRB22-059-071,TRUE,Complete,Completed & Stored,,,,amide coupling,0.1,,Gemini LpH,MCX,F3L,8.39,1,3.9,1.90%,99%,,
00YRB22-059-036_S2,00YRB22-059-036,,Failed,Resynthesis,,,,amide coupling,0.1,,Gemini LpH,MCX,F3L,8.9,1,0.9,0.00%,,,
TVE0OP22-058-003,TVE0OP22-058-003,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold,No conversion (SM is major peak)",,0.1,,,,,,,,0.00%,,,
TVE0OP22-058-004,TVE0OP22-058-004,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold,No conversion (SM is major peak)",,0.1,,,,,,,,2.50%,,,
BYR-SC2022-069-001,BYR-SC2022-069-001,,Complete,Completed & Stored,,,,,0.7,no PO13,Xbridge HpH,MCX,F2L/F3S,26.03,1,45.3,24.40%,,no PO13. Collected fraction crashed out as eluted,
BYR-SC2022-069-002,BYR-SC2022-069-002,,Complete,Completed & Stored,,,,,0.7,no PO13,Xbridge HpH,MCX,F2L/F3S,28.33,2,54,#VALUE!,,MS threshold not reached. No PO13. Collected fraction crashed out as eluted,
TVE0OP22-058-001_S2,TVE0OP22-058-001,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),No conversion (SM is major peak),,,,,,,,,,#VALUE!,,,
TVE0OP22-058-005,TVE0OP22-058-005,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),No conversion (SM is major peak),,,,,,,,,,#VALUE!,,,
TVE0OP22-058-002_S2 ,TVE0OP22-058-002 ,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold,No conversion (SM is major peak)",,,,,,,,,,94.20%,,,
STD-2022-TLN-108,STD-2022-TLN-108,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,11.71,1,47.2,92.40%,100%,,
STD-2022-TLN-109,STD-2022-TLN-109,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,11.73,1,46.3,92.60%,100%,,
STD-2022-TLN-110,STD-2022-TLN-110,,In progress,Completed & Stored,,,,,0.1,,,,,15.72,1,46.4,92.60%,,,
STD-2022-TLN-111,STD-2022-TLN-111,,In progress,Completed & Stored,,,,,0.1,,,,,15.74,1,46.4,9.20%,,,
STD-2022-TLN-112,STD-2022-TLN-112,,In progress,Completed & Stored,,,,,0.1,,,,,11.73,1,45.2,2.80%,,,
00YRB22-059-scaffold-1,,,Complete,Completed & Stored,,,,amide coupling,0.7,Scaffold recovery,Gemini LpH,MCX,F2L/F1S,15.29,4,53.9,6.70%,,,
00YRB22-059-scaffold-2,,,Complete,Completed & Stored,,,,amide coupling,0.7,Scaffold recovery,Gemini LpH,MCX,F2L/F1S,11.54,2,17.5,94.80%,,,
STD-2022-TLN-113 ,STD-2022-TLN-113,,In progress,Completed & Stored,,,,,0.1,,,,,15.73,1,47.5,88.00%,,,
STD-2022-TLN-114 ,STD-2022-TLN-114,,In progress,Completed & Stored,,,,,0.1,,,,,11.72,1,44.1,96.80%,,,
STD-2022-TLN-115,STD-2022-TLN-115,,In progress,Completed & Stored,,,,,0.1,,,,,11.84,1,23.8,93.90%,,,
STD-2022-TLN-116,STD-2022-TLN-116,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,"9.4
",1,23.1,19.10%,100%,,
00YRP22-074-001,00YRP22-074-001,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L/F4S,31.87,1,11,71.00%,95%,,
00YRP22-074-002,00YRP22-074-002,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.05,Pilot for BYR-074 campaign,Xbridge HpH,HLB,F3L/F4S,46.85,2,20,22.40%,100%,,
00YRP22-074-003,00YRP22-074-003,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L,29.95,1,12,18.70%,100%,,
00YRP22-074-004,00YRP22-074-004,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L,26.83,1,10.5,19.00%,100%,,
00YRP22-074-005,00YRP22-074-005,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L/F4S,30.28,1,11,0.00%,99%,,
00YRP22-074-006,00YRP22-074-006,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,14.20%,,,
00YRP22-074-007,00YRP22-074-007,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L,27.6,2,8,0.00%,95%,,
00YRP22-074-008,00YRP22-074-008,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,29.10%,,,
00YRP22-074-009,00YRP22-074-009,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L/F4S,32.25,1,16,0.00%,96%,,
00YRP22-074-010,00YRP22-074-010,,In progress,Awaiting materials,,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-011,00YRP22-074-011,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-012,00YRP22-074-012,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),No conversion (SM is major peak),sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-013,00YRP22-074-013,,In progress,Awaiting materials,,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-014,00YRP22-074-014,,In progress,Awaiting materials,,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-015,00YRP22-074-015,,In progress,Awaiting materials,,,,sulfonylurea formation,0.1,,,,,,,,14.90%,,,
00YRP22-074-016,00YRP22-074-016,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L/F4S,29.15,1,8.6,13.70%,96%,,
00YRP22-074-017,00YRP22-074-017,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L,32.63,1,7.7,0.00%,99%,,
00YRP22-074-018,00YRP22-074-018,,In progress,Awaiting materials,,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-019,00YRP22-074-019,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-020,00YRP22-074-020,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,2.00%,,,
00YRP22-074-021,00YRP22-074-021,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L/F4S,32.64,3,11.6,23.80%,100%,,
00YRP22-074-022,00YRP22-074-022,TRUE,Failed,Resynthesis,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,sulfonylurea formation,0.1,,Gemini LpH,HLB,F4L/F3S,7.58,1,14,0.00%,0%,"manually collected, not sure if COI or not",
00YRP22-074-023,00YRP22-074-023,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-024,00YRP22-074-024,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-025,00YRP22-074-025,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-026,00YRP22-074-026,,Failed,Terminated,Challenges of Sample/Chemistry,PurLCMS (SAP6),COI elutes in LC solvent front,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L/F4S,0,,,0.00%,,,
00YRP22-074-027,00YRP22-074-027,,In progress,Awaiting materials,,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-028,00YRP22-074-028,,In progress,PurLCMS,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L/F4S,,,,33.50%,,,
00YRP22-074-029,00YRP22-074-029,TRUE,Complete,Completed & Stored,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L/F4S,42.16,3,20,0.00%,99%,,
00YRP22-074-030,00YRP22-074-030,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-031,00YRP22-074-031,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-032,00YRP22-074-032,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-033,00YRP22-074-033,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-034,00YRP22-074-034,,In progress,PurLCMS,,,,sulfonylurea formation,0.1,,Xbridge HpH,HLB,F3L/F4S,,,,0.00%,,,
00YRP22-074-035,00YRP22-074-035,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-036,00YRP22-074-036,,In progress,Synthesis,,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-037,00YRP22-074-037,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,0.00%,,,
00YRP22-074-038,00YRP22-074-038,,Failed,Terminated,Materials unavailable,,,sulfonylurea formation,0.1,,,,,,,,95.60%,,,
STD-2022-TLN-117,STD-2022-TLN-117,,In progress,Completed & Stored,,,,,0.1,,,,,9.3,1,23.5,19.70%,,,
STD-2022-TLN-118,STD-2022-TLN-118,,In progress,Completed & Stored,,,,,0.1,,,,,28.99,2,46.9,#VALUE!,,,
TVE0OP22-057-001,TVE0OP22-057-001,,Complete,Completed & Stored,,,,,,,,,,,,,#VALUE!,,,
TVE0OP22-057-002,TVE0OP22-057-002,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),,,,,,,,,,,#VALUE!,,,
TVE0OP22-057-003,TVE0OP22-057-003,,Complete,Completed & Stored,,,,,,,,,,,,,#VALUE!,,,
TVE0OP22-057-004,TVE0OP22-057-004,,Complete,Completed & Stored,,,,,,Used as crude for next step,,,,,,,49.60%,,,
TVE0SC22-060-002,TVE0SC22-060-002,,Complete,Completed & Stored,,,,,0.4,,Gemini LpH,MCX,F2L/F1S,"18.31
",1,41.3,76.80%,,,
STD-2022-TLN-119,STD-2022-TLN-119,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,8.23,2,18.9,99.60%,100%,,
STD-2022-TLN-120,STD-2022-TLN-120,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,13.18,1,24.5,1.00%,100%,,
TVE0OP22-057-005,TVE0OP22-057-005,TRUE,Complete,Completed & Stored,,,,amide coupling,0.1,,Xbridge HpH,MCX,F3L,11.96,1,3,0.00%,100%,,
00YRB22-075-001,00YRB22-075-001,,In progress,Terminated,Challenges of Sample/Chemistry,SPE (SAP4),"Insufficient COI detected, below threshold failed to Validate ",amide coupling,0.7,,LunaOmega_LowpH,MCX,,,,,0.00%,,,
00YRB22-075-002,00YRB22-075-002,,In progress,Terminated,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,0,,,9.20%,,mulitple system/solvent issues when this sample was run and after,
00YRB22-075-003,00YRB22-075-003,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F1L/F2S,7.85,1,24,6.20%,,,
00YRB22-075-004,00YRB22-075-004,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,5.14,3,16,1.30%,,,
00YRB22-075-005,00YRB22-075-005,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L,2.81,2,3.3,11.10%,,,
00YRB22-075-006,00YRB22-075-006,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,11.33,1,28.9,4.40%,,,
00YRB22-075-007,00YRB22-075-007,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,5.55,2,11.3,8.20%,,,
00YRB22-075-008,00YRB22-075-008,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,9.39,1,21.3,8.10%,,,
00YRB22-075-009,00YRB22-075-009,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F1L/F2S,7.08,2,21,5.80%,,,
00YRB22-075-010,00YRB22-075-010,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,9.79,1,15,93.90%,,,
STD-2022-TLN-121,STD-2022-TLN-121,,In progress,Completed & Shipped,,,,,0.1,,,,,9.41,1,23.1,13.70%,,,
STD-2022-TLN-122,STD-2022-TLN-122,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,"11.84
",1,25.5,0.00%,100%,,
TVE0PR22-062-003,TVE0PR22-062-003,,In progress,Resynthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),,0.3,,,,,,,,0.00%,,,
TVE0PR22-062-003_INT,TVE0PR22-062-003,,Complete,Completed & Stored,,,,,0.3,Used as crude for next step,Gemini LpH,,,,,,18.40%,,,
TVE0PR22-062-004,TVE0PR22-062-004,TRUE,Complete,Terminated,,,,,0.3,Highly likely to fail in purification. RunNextMethod attempted. Medium HpH method for prep selected manually,Xbridge HpH,MCX,F3L,12.89,4,18,0.00%,52%,,
TVE0PR22-062-004_INT,TVE0PR22-062-004,,Complete,Completed & Stored,,,,,0.3,Used as crude for next step,Xbridge HpH,,,,,,4.90%,,,
TVE0PR22-062-005,TVE0PR22-062-005,TRUE,Complete,Completed & Stored,,,,,0.3,,Gemini LpH,MCX,F3L,13.18,1,4.8,0.00%,98%,,
TVE0PR22-062-005_INT,TVE0PR22-062-005,,Complete,Completed & Stored,,,,,0.3,Used as crude for next step,Gemini LpH,,,,,,1.00%,,,
TVE0PR22-062-006,TVE0PR22-062-006,TRUE,Complete,Completed & Stored,,,,,0.3,,Gemini LpH,MCX,F3L,15.17,2,8.2,0.00%,96%,,
TVE0PR22-062-006_INT,TVE0PR22-062-006,,Complete,Completed & Stored,,,,,0.3,Used as crude for next step,Gemini LpH,,,,,,2.60%,,,
TVE0PR22-062-007,TVE0PR22-062-007,TRUE,Complete,Completed & Stored,,,,,0.3,,Gemini LpH,MCX,F3L,18.67,2,16.8,0.00%,93%,,
TVE0PR22-062-007_INT,TVE0PR22-062-007,,Complete,Completed & Stored,,,,,0.3,Used as crude for next step,Gemini LpH,,,,,,13.70%,,,
TVE0PR22-062-008,TVE0PR22-062-008,TRUE,Complete,Completed & Stored,,,,,0.3,,Gemini LpH,MCX,F3L,20.62,1,12.6,0.00%,94%,,
TVE0PR22-062-008_INT,TVE0PR22-062-008,,Complete,Completed & Stored,,,,,0.3,Used as crude for next step,Gemini LpH,,,,,,0.00%,,,
TVE0PR22-062-002_INT,TVE0PR22-062-002,,Complete,Completed & Stored,,,,,0.3,Used as crude for next step,Xbridge HpH,,,,,,57.30%,,,
TVE0SC22-061-003,TVE0SC22-061-003,,Complete,Completed & Stored,,,,,0.7,,Gemini LpH,MCX,F3L,17.92,2,77,41.90%,,,
00YRB22-063-017_S2,00YRB22-063-017,TRUE,Complete,Completed & Stored,,,,sulfonamide formation,0.1,,Gemini LpH,HLB,F3L,10.17,2,15.5,0.00%,98%,,
BYR-OP2022-065-002,BYR-OP2022-065-002,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),No conversion (SM is major peak),,0.1,,,,,,,,0.00%,,,
BYR-OP2022-065-003,BYR-OP2022-065-003,,In progress,Terminated,Challenges of Sample/Chemistry,PurLCMS (SAP6),Decomposition (no SM or COI observed),,0.1,RunNextMethod,Gemini LpH,MCX,F3L,0,,,0.00%,,"no product seen in SAP6 run, maybe should have ben acid-sensitive?",
TVE0OP22-058-006,TVE0OP22-058-006,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),,0.1,,,,,,,,0.00%,,,
TVE0OP22-058-007,TVE0OP22-058-007,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),,0.1,,,,,,,,0.00%,,,
TVE0OP22-058-008,TVE0OP22-058-008,,Complete,Completed & Stored,,,,,0.1,Stored as crude,,,,,,,0.00%,,,
TVE0OP22-057-006,TVE0OP22-057-006,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),,,0.1,,,,,,,,0.00%,,,
TVE0OP22-057-007,TVE0OP22-057-007,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),,0.1,,,,,,,,76.70%,,,
STD-2022-PRP-018,STD-2022-PRP-018,,In progress,Terminated,,,,,0.4,,Xbridge HpH,MCX,F3L,33,1,57.7,0.00%,,,
STD-2022-NFA-015,STD-2022-NFA-015,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,HLB,F4L,13.53,1,,96.40%,,,
STD-2022-TLN-123,STD-2022-TLN-123,TRUE,In progress,Completed & Shipped,,,,,0.1,,,,,12.11,1,23.7,0.00%,100%,,
STD-2022-TLN-124,STD-2022-TLN-124,,In progress,Terminated,,,,,0.1,,,,,0,,,15.30%,,,
STD-2022-TLN-125,STD-2022-TLN-125,,In progress,Completed & Shipped,,,,,0.1,,,,,12.76,1,25.9,8.10%,,,
STD-2022-TLN-126,STD-2022-TLN-126,,In progress,Completed & Shipped,,,,,0.1,,,,,9.47,2,19.7,4.60%,,,
00YRB22-075-011,00YRB22-075-011,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,6.3,1,12,5.10%,,,
00YRB22-075-012,00YRB22-075-012,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,7.46,1,13.3,5.00%,,,
00YRB22-075-013,00YRB22-075-013 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,8.21,1,13,4.70%,,,
00YRB22-075-014,00YRB22-075-014 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,7.99,1,12.2,4.20%,,,
00YRB22-075-015,00YRB22-075-015 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,7.37,1,11,3.90%,,,
00YRB22-075-016,00YRB22-075-016 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,7.08,1,10,3.00%,,,
00YRB22-075-017,00YRB22-075-017 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F1L/F2S,7.52,2,7.9,3.10%,,,
00YRB22-075-018,00YRB22-075-018 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,5.91,1,8,2.30%,,,
00YRB22-075-019,00YRB22-075-019 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,5.14,1,6,2.20%,,,
00YRB22-075-020,00YRB22-075-020 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L,5.66,1,5.8,0.00%,,,
00YRB22-075-021,00YRB22-075-021 ,,In progress,Terminated,,SPE (SAP4),"Insufficient COI detected, below threshold failed to Validate ",amide coupling,0.7,,LunaOmega_LowpH,MCX,,,,,1.50%,,,
00YRB22-075-022,00YRB22-075-022 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,3.97,1,4,0.00%,,,
00YRB22-075-023,00YRB22-075-023 ,,In progress,Terminated,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,0,0,,1.50%,,Did not reach MS threshold,
00YRB22-075-024,00YRB22-075-024 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,4.83,1,4,2.10%,,,
00YRB22-075-025,00YRB22-075-025 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L,6.02,4,5.4,1.90%,,,
00YRB22-075-026,00YRB22-075-026 ,,Complete,Completed & Stored,,,,amide coupling,0.7,,LunaOmega_LowpH,MCX,F2L/F1S,5.98,1,5,93.50%,,,
STD-2022-TLN-127,STD-2022-TLN-127,,In progress,Completed & Shipped,,,,,0.1,,LunaOmega_LowpH,,,12.38,1,23,91.50%,,,
STD-2022-TLN-128,STD-2022-TLN-128,,In progress,Completed & Shipped,,,,,0.1,,LunaOmega_LowpH,,,10.17,1,22.5,17.90%,,,
BYR-OP2022-073-001,BYR-OP2022-073-001,TRUE,In progress,Completed & Stored,,,,sulfonylurea formation,0.1,Pilot for BYR-074 campaign,Xbridge HpH,MCX,F1L/F2S,24.39,1,10.1,0.00%,100%,,
TVE0OP22-057-008,TVE0OP22-057-008,,Complete,Completed & Stored,,,,amide coupling,0.3,Used as crude in next step,,,,,,,0.00%,,,
TVE0OP22-057-009,TVE0OP22-057-009,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),SnAr,0.3,,,,,,,,0.00%,,,
TVE0PR22-062-004_INT_S2,TVE0PR22-062-004,,In progress,Terminated,,,,,0.3,,Xbridge HpH,HLB,,,,,68.70%,,,
TVE0PR22-062-004_INT_S3,TVE0PR22-062-004,,In progress,Completed & Shipped,,,,,0.1,,Xbridge HpH,MCX,F3L,22,1,16.1,21.10%,,"could not get through an injection (tried 3x,) no data to upload or XML. DID manually collect 1 fraction that might be our sample; checking in SAP5",
TVE0PR22-062-007_INT_S2,TVE0PR22-062-007,,In progress,Completed & Shipped,,,,,0.3,,Gemini LpH,MCX,F1L/F2S,9.85,5,11.4,93.90%,,,
STD-2022-TLN-129,STD-2022-TLN-129,,In progress,Completed & Shipped,,,,,0.1,,LunaOmega_LowpH,,,10.55,1,23.1,94.30%,,,
STD-2022-TLN-130,STD-2022-TLN-130,,In progress,Completed & Shipped,,,,,0.1,,Gemini LpH,,,12.21,1,23.2,93.50%,,,
STD-2022-TLN-131,STD-2022-TLN-131,,In progress,Completed & Shipped,,,,,0.1,,Xbridge HpH,,,12.51,1,23,38.50%,,,
02ADI22-072-001,02ADI22-072-001,TRUE,In progress,Completed & Stored,,,,Buchwald coupling,0.1,,Xbridge HpH,MCX,F3L,12.37,1,20.2,27.50%,100%,,
02ADI22-072-002,02ADI22-072-002,TRUE,In progress,Completed & Stored,,,,Buchwald coupling,0.1,,Xbridge HpH,MCX,F3L,15.02,1,14,49.30%,95%,,
02ADI22-072-003,02ADI22-072-003,TRUE,In progress,Completed & Stored,,,,Buchwald coupling,0.1,,Xbridge HpH,MCX,F3L,11.4,1,26,34.90%,100%,,
02ADI22-072-004,02ADI22-072-004,TRUE,In progress,Completed & Stored,,,,Buchwald coupling,0.1,,Xbridge HpH,MCX,F3L,13.42,1,17.8,37.70%,100%,,
02ADI22-072-005,02ADI22-072-005,TRUE,In progress,Completed & Stored,,,,Buchwald coupling,0.1,,Xbridge HpH,MCX,F3L,14.4,1,19.8,25.50%,100%,,
02ADI22-072-006,02ADI22-072-006,TRUE,In progress,Completed & Stored,,,,Buchwald coupling,0.1,,Xbridge HpH,MCX,F3L,9.87,1,13,48.80%,98%,,
02ADI22-072-007,02ADI22-072-007,TRUE,In progress,Completed & Stored,,,Below purity threshold,Buchwald coupling,0.1,,Xbridge HpH,MCX,F3L,13.86,1,25.6,36.20%,83%,"remade final QC to confirm purity. Not repurifying, sample used in assay already ",
02ADI22-072-008,02ADI22-072-008,TRUE,In progress,Completed & Stored,,,,Buchwald coupling,0.1,,Xbridge HpH,MCX,F3L/F4S,30,1,18,41.50%,100%,,
